Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P6440	P6450	P6460	P6460s1	P6400	P6422	P6424s2	P6424s3	P6424s1	P6426	P6430s1	P6480	P6480s1	P6500	P6510	P6510s1	P6510s2	P6590	P6590s1	P6600	P6600s1	P6610	P6610s1	P6620	P6620s1	P6585s2a1	P6585s3a1	P6585s4a1	P6585s3a2	P6585s2a2	P6585s1a2	P6585s2	P6585s3	P6585s1a1	P6585s4	P6585s1	P6580	P6580s1	P6580s2	P6630s3	P6630s4a1	P6630s3a1	P6630s2a1	P6630s1a1	P6630s4	P6630s2	P6630s1	P6640	P6765	P6765s1	P6772	P6750	P6760	P550	P6780	P6780s1	P6790	P6410	P6640s1	P9440	P6630s6	P6630s6a1	P6410s1	P6545s1	P6545	P6545s2	P6585s4a2	P6773s1	P6775	P6772s1	P388	P6800	P6810	P6810s1	P6850	P6830	P6830s1	P6870	P6880	P6880s1	P6920	P6930	P6940	P6960	P6980	P6980s1	P6980s2	P6980s3	P6980s4	P6980s5	P6980s6	P6980s7	P6980s8	P6980s7a1	P6990	P7020	P7026	P7028	P7028s1	P7040	P7045	P7050	P7050s1	P7070	P760	P9450	P6915s1	P6915	P7075	P7077	P390	P7090	P7100	P7110	P7120	P7130	P7140	P7140s1	P7140s2	P7140s3	P7140s4	P7140s5	P7140s6	P7140s7	P7140s8	P7140s9	P7140s9a1	P7150	P7160	P7170s1	P7170s5	P7170s6	P7180	P7240	P7240s1	P514	P515	Oficio	Rama2d	Oci	P6430	Rama4d	Rama4dp8	Rama2dp8	Inglabo	Mes	Dpto	Fex_c_2011
3918974	1	2	1	60	68	1	1			1	1	2	2	2	48																																							3			800000	1		3		12												3		68	60		.	60			1	7		2				1								1		2	1	12	4		2					1	2		2				2				2														1	1	1	2	8		1	1	80	19	1	4	1929			800000	01	68	376.592689157604
3918975	1	1	1	60	68	2									60																																							6			800000	1		3		12												3		68	84		.	84			1	6		2				1								1		2	1	72	4		2					0	2		11				2				1	1	1	1	2	2	2	2	2	2	2		2	1	2	2	2	2	8		1	1	45	55	1	4	5529			800000	01	68	413.415679351091
3918975	1	2	1	60	68	2									60																																								.						.	12														68	14	2		14			2	6		2				1								1		2	2				2						2		11				2				2														1	1	1	2	8		1	1	45	55	1	6	5529				01	68	413.415679351091
3918975	2	1	2	60	68	1	2	1		1	1	2	1	1	72		1		900000	2			2		2		2		2		74000	50000		2	1		1	1		2	2	2			2				900000	2	2	1	2		.						.	12			2	2				2						68	60		.	60			9	7		1	1	1	9	1	1									1	1	60	4		2					0	1		1				2				2														1	1	1	2	8		1	1	97	63	1	1	6320			900000	01	68	413.415679351091
3918976	1	1	1	60	68	2									240																																							6			800000	1		3		12												3		68	30	2		0	3		1	7		2				1								1		2	1	12	1		2					0	2		2				2				1	1	1	1	2	2	2	2	2	2	2		2	1	2	2	1	2	8		1	1	13	80	1	4	8060			800000	01	68	597.839568691342
3918977	1	1	1	60	68	2									2																																							6			985000	1		3		12												3		68	84		.	72	1		1	6		2				1								1		2	1	6	1		2					0	2		10				2				2														1	1	1	2	8		1	1	58	74	1	4	7492			985000	01	68	429.396631718901
3918977	1	5	1	60	68	2									3																																							6			700000	1		3		12												3		68	50		.	50			1	7		2				1								1		2	1	12	4		2					0	2		11				2				2														1	1	1	2	8		1	1	97	63	1	4	6310			700000	01	68	429.396631718901
3918978	1	1	1	60	68	1	1			1	1	2	2	2	2																																							3			800000	1		1		12												3		68	40		.	40			1	7		1	2	2	20	1	1									1	1	4	4		2					0	2		1				2				1	1	1	1	2	2	2	2	2	2	2		1	1	1	1	1	2	8		2	1	59	18	1	4	1810			800000	01	68	597.839568691342
3918979	1	1	1	60	68	2									360																																							6			0	1		3		12												3		68	6	1		8			1	1		2				1								1		2	1	120	4		1	2	4		50000	0	2		2	1	1	68	1	24	2	1	2														1	1	1	2	3		1	1	79	52	1	4	5271			50000	01	68	526.796734816814
3918979	2	1	2	60	68	2									120																																							6			600000	1		3		12												3		68	60		.	60			1	4		2				1								1		2	1	180	4		2					2	2		3				2				2														1	1	1	2	8		1	1	98	60	1	4	6021			600000	01	68	526.796734816814
3918980	1	2	1	60	68	1	1			1	1	2	2	2	36																																							3			600000	1		3		12												3		68	60		.	60			1	7		2				1								1		2	1	12	1		2					0	2		2				2				2														1	1	1	2	3		1	1	79	18	1	4	1810			600000	01	68	531.489965495645
3918981	1	1	1	60	68	1	2	2	12	1	1	2	1	1	144		1		1200000	2			2		2		2		2								2	2		2	2	2			2				1000000	2	2	1	2		.						.	12			2	2				2						68	20	2		20			9	7		1	1	1	28	1	1									1	1	120	1		1	15	1		800000	0	1		1	4	7	68	2				2														1	1	1	2	1		1	1	13	80	1	1	8050			2000000	01	68	501.656748617057
3918981	1	2	1	60	68	1	2	1		1	1	1	1	1	320		1		1600000	2			2		2		2		2								2	2		2	2	2			1		1600000	1600000	800000	2	1	1	2		.						.	12			2	2				2						68	48		.	48			9	7		1	2	1	30	1	1									1	1	48	1		2					0	1		1				2				2														1	1	1	2	1		1	1	39	75	1	2	7512			1600000	01	68	501.656748617057
3918982	1	1	1	60	68	1	2	2	12	1	1	2	1	1	13		2		1500000	2			2		2		2		2								2	2		2	2	2			2				1500000	2	2	1	2		.						.	12			2	2				2						68	40		.	40			9	7		1	2	1	13	1	1									1	1	10	1		2					2	2		1				2				1	1	1	1	2	2	2	2	2	2	2		1	1	1	1	1	2	3		1	1	13	80	1	1	8050			1500000	01	68	556.663565067663
3918982	1	2	1	60	68	1	2	1		1	1	1	1	1	132		1		4000000	2			2		2		2		2								2	2		2	2	1	1500000	1	2			4000000	4000000	2	1	1	2		.						.	12			2	2				2						68	40		.	40			9	7		1	2	1	11	1	1									1	1	12	1		2					12	1		1				2				2														1	1	1	2	1		2	1	12	75	1	2	7523			4000000	01	68	556.663565067663
3918983	1	1	1	60	68	1	2	1		1	1	2	1	1	135		1		900000	2			2		2		2		2		74000	54000		2	1		1	1		2	2	2			2				900000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			7	2		1	1	1	19	1	1									1	1	84	1		2					0	1		1				2				2														1	1	1	2	8		1	1	03	52	1	1	5272			900000	01	68	572.446270231734
3918984	1	2	1	60	68	2									360																																							7		2	1200000	1		3		12												2		68	60		.	65			1	7		2				1								1		2	1	180	4		2					2	2		2				2				2														1	1	1	2	2		1	1	84	50	1	4	5020			1200000	01	68	460.447131621117
3918985	1	1	1	60	68	2									5																																							6			200000	1		3		5												3		68	54		.	54			1	1		2				1								1		2	1	12	1		2					9	2		2				2				2														1	2	1	2	3		2	1	54	85	1	4	8532			200000	01	68	519.675941042698
3918985	1	2	1	60	68	1	1			1	1	2	2	2	1																																							1			800000	1		3		6												3		68	60		.	60			6	7		2				1								1		2	1	5	1		2					3	2		2				2				2														1	1	1	2	3		1	1	59	85	1	4	8512			800000	01	68	519.675941042698
3918985	1	4	1	60	68	2									240																																							6			1200000	1		3		12												3		68	60		.	60			1	2		2				1								1		2	1	12	1		2					0	2		2				2				2														1	1	1	2	2		1	1	95	45	1	4	4521			1200000	01	68	519.675941042698
3918986	1	3	1	60	68	1	1			1	2	2	2	2	72																																							4			600000	1		3		12												3		68	64		.	64			1	4		1	2	1	15	1	1									1	1	180	1		2					6	2		1				2				2														1	1	1	2	1		2	1	98	60	1	4	6021			600000	01	68	363.594164748471
3918986	1	4	1	60	68	1	2	1		1	1	2	1	1	96		1		1050000	2			2		2		2		2		74000				1		1	2		2	2	2			2				1000000	2	2	1	2		.						.	12			2	2				2						68	40		.	40			9	7		1	2	1	9	1	1									1	1	30	1		2					2	1		1				2				2														1	1	1	2	1		1	1	30	80	1	1	8042			1050000	01	68	363.594164748471
3918987	1	1	1	60	68	1	2	2	12	1	1	2	2	2	2																																							1			1000000	1		3		12												3		68	50		.	50			6	2		3														1	1	12	1		2					0	2		1				2				2														1	1	1	2	2		1	1	59	85	1	4	8519			1000000	01	68	442.942292353301
3918988	1	1	1	60	68	1	2	1		1	1	2	1	1	96		1		700000	2			2		2		2		2		74000	26000		2	2		1	1		2	2	2			2				700000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			9	5		1	1	1	8	1	1									1	1	24	1		2					0	1		1				2				2														1	1	1	2	1		1	1	37	64	1	1	6412			700000	01	68	618.592928088647
3918988	1	2	1	60	68	1	2	1		1	1	2	1	1	60		1		1600000	2			2		2		2		2								2	2		2	2	2			2				1400000	2	2	1	2		.						.	12			2	2				2						68	45		.	0	1		9	7		1	1	1	7	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	3		2	1	21	74	1	1	7411			1600000	01	68	618.592928088647
3918988	1	4	1	60	68	1	2	1		1	1	2	1	1	12		1		1000000	2			2		2		2		2		74000	26000		2	1		1	1		2	2	2			2				800000	2	2	1	2		.						.	12			2	2				2						68	51		.	51			5	7		1	1	3	6	1	1									1	1	48	1		2					0	1		1				2				2														1	1	1	2	3		1	1	87	28	1	1	2899			1000000	01	68	618.592928088647
3918988	1	5	1	60	68	1	1			1	1	2	2	2	6																																							3			500000	1		3		6												3		68	84		.	84			1	7		2				1								1		2	1	36	4		2					6	2		2				2				2														1	2	1	2	3		2	1	80	19	1	4	1929			500000	01	68	618.592928088647
3918989	1	1	1	60	68	2									2																																							6			500000	1		1		12												3		68	55		.	55			2	2		2				1								1		2	1	2	1		2					0	2	CON EL SISBEN	12				2				1	1	1	1	2	1	2	2	2	2	2		1	1	2	2	1	2	3		2	1	95	45	1	5	4521			500000	01	68	507.57499095764
3918989	1	2	1	60	68	1	1			1	1	2	1	1	30		1		644300	1	180000	1	1	150000	2		2		2		74000				2		1	2		2	2	2			2				644300	2	2	1	2		.						.	12			2	2				2						68	48		.	48			4	7		2				1			1							2	1	24	1		2					2	2		2				2				2														1	1	1	2	3		1	1	45	55	1	1	5529			794300	01	68	507.57499095764
3918989	1	5	1	60	68	1	1			1	1	2	2	2	2		1		450000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	2			2	2				2						68	24	1		24			2	2		2				1								1		2	2				2						2		2				2				1	1	1	1	2	2	1	2	2	2	2		2	1	2	2	1	2	3		2	1	95	55	1	1	5521			450000	01	68	507.57499095764
3918990	1	1	1	60	68	1	2	2	3	1	1	2	1	1	76		2		1100000	1	180000	1	2		2		2		1	400000	74000	52000		2	1	1	1	1	15000	2	1	2			2				850000	2	2	1	1									12		12	2	2				2						68	48		.	60			9	7		1	1	1	11	1	1				1					1	1	12	1		2					0	1		1				1	20	2	1	2														1	1	1	2	8		1	1	84	01	1	1	0123			1100000	01	68	433.227545782991
3918990	1	2	1	60	68	1	2	1		1	1	2	1	1	26		1		1400000	2			2		2		2		2		74000	52000		2	1		1	1		2	2	2			2				1400000	2	2	1	2		.						.	12			2	2				2						68	50		.	50			9	7		1	1	1	15	1	1									1	1	48	1		2					24	1		1				2				2														1	2	1	2	3		1	1	13	80	1	1	8042			1400000	01	68	433.227545782991
3918990	1	5	1	60	68	1	1			1	1	2	1	1	1		1		480000	2			1	120000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	1			2	2				2						68	42		.	42			2	2		2				1								1		2	2				2						2		5				1	6	2	1	2														1	1	1	2	3		2	1	59	95	1	3	9500			600000	01	68	433.227545782991
3918991	1	2	1	60	68	2									180																																							6				98		3		12												3		68	90		.	90			1	4		1	1	2	0	1	1									1	1	72	4		2					0	2		1				2				1	1	1	1	2	2	2	1	2	2	2		2	1	2	2	2	2	8		2	2	98	60	1	4	6031				01	68	529.218196040896
3918991	1	3	1	60	68	1	1			1	1	2	2	2	1																																							3			0	1		3		10												3		68	72		.	72			1	7		2				1								1		2	1	12	1		2					2	2		2				2				2														2	2	2	2	2		2	1	78	16	1	4	1600			0	01	68	529.218196040896
3918992	1	1	1	60	68	1	1			1	1	2	1	1	8		1		644300	2			2		2		2		2		37000				2		1	2		2	2	2			2				335000	2	2	1	2		.						.	8			2	2				2						68	15	2		0	3		4	7		2				1								1		1	1	72	4		2					12	2		1				2				2														1	1	1	2	3		1	1	13	80	1	1	8012			644300	01	68	532.160112294006
3918993	1	1	1	60	68	2									24																																							6			300000	1		3		12												3		68	50		.	50			1	2		2				1			1							2	1	120	1		2					0	2		2				2				2														1	1	1	2	3		1	1	54	85	1	4	8532			300000	01	68	526.796734816814
3918993	1	2	1	60	68	2									24																																							6				99		3		12												3		68	72		.	72			1	4		2				1			1							2	1	72	4		2					0	2		2				2				2														1	1	1	2	2		1	1	98	60	1	4	6031				01	68	526.796734816814
3918994	1	1	1	60	68	2									24																																							6			510000	1		3		12												3		68	65		.	70			1	7		2				1					1					2	1	6	4		2					0	2	TIENE UNA POLIZA	12				2				1	1	2	1	2	1	2	2	2	2	1	PARA TENER GARANTIAS LABORALES	2	1	2	2	2	2	5		1	1	99	50	1	4	5020			510000	01	68	478.788531872049
3918995	1	1	1	60	68	2									48																																							6			700000	1		3		12												3		68	70		.	70			1	5		2				1								1		2	1	48	4		2					0	2		10				2				1	1	1	1	2	2	2	2	2	2	2		2	1	2	2	2	2	8		2	2	95	52	1	4	5272			700000	01	68	538.043096925255
3918995	1	2	1	60	68	1	2	1		1	2	2	1	1	54		1		644300	1	200000	2	2		2		2		2		74000				2		1	2		2	2	2			2				644300	2	2	1	2		.						.	12			2	2				2						68	48		.	48			5	7		2				1								1		2	1	42	3		2					3	2	LE PAGA EL PATRON	12				2				1	1	1	1	2	2	1	2	2	2	1	PARA TENER PRESTACIONES	1	1	2	2	1	2	5		1	1	53	55	1	1	5529			644300	01	68	538.043096925255
3918996	1	1	1	60	68	1	2	2	12	1	1	2	2	2	4		2		840000	2			1	200000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	8			2	2				2						68	56		.	56			3	7		2				1			1							1	1	24	1		2					8	2		1				1	12	2	1	2														1	1	1	2	8		1	1	84	50	1	1	5020			1040000	01	68	597.839568691342
3918997	1	1	1	60	68	2									360																																							7		2	800000	1		3		12												2		68	54		.	54			1	8		2				1								1		2	1	60	6		2					0	2		1				2				2														1	1	1	2	8		1	1	61	01	1	4	0111			800000	01	68	487.72951115348
3918997	1	3	1	60	68	1	1			1	1	2	2	2	46																																							1			644300	1		3		12												3		68	35	2		35			9	7		1	2	2	3	1								1		1	1	6	1		2					2	2		1				1	13	2	1	2														1	1	1	2	3		2	1	39	75	1	4	7522			644300	01	68	487.72951115348
3918998	1	1	1	60	68	2									12																																							6			288000	1		3		12												3		68	18	2		18			1	5		2				1								1		2	1	12	1		2					0	2	SISBEN	12				2				2														1	1	1	1	3		1	1	45	92	1	4	9242			288000	01	68	425.833761504756
3918998	1	2	1	60	68	1	1			1	1	2	2	2	5		1		900000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	9			2	2				2						68	50		.	50			6	5		2				1								1		2	1	2	1		2					3	2	EL SISBEN	12				2				1	1	1	1	2	2	2	2	2	2	2		2	1	2	2	1	2	8		2	2	97	51	1	1	5127			900000	01	68	425.833761504756
3918998	1	4	1	60	68	1	1			1	2	2	2	2	2		1		644300	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						68	60		.	30	5		3	7		2				1								1		2	1	6	1		2					0	2		2				2				1	1	1	1	1	1	2	2	1	2	2		1	1	2	2	2	2	8		2	2	55	55	1	1	5529			644300	01	68	425.833761504756
3919000	1	1	1	60	68	1	2	2	12	1	1	2	1	1	28		1		960000	2			2		2		2		2		74000				1		1	2		2	2	2			2				700000	2	2	1	2		.						.	12			2	2				2						68	48		.	24	3		5	7		1	1	1	2	1	1									1	1	12	4		1	6	4		300000	0	1		1	1	5	68	2				1	1	1	1	2	2	2	2	1	1	2		2	1	1	1	1	2	8		1	2	55	55	1	1	5521			1260000	01	68	387.080887926078
3919000	1	2	1	60	68	2									2																																							6			840000	1		1		12												3		68	48		.	48			1	2		2				1								1		2	1	7	1		2					0	2		5				1	10	2	1	1	1	1	1	2	1	2	1	1	2	1	ESTABILIDAD LABORAL	1	1	2	1	2	2	3		2	1	93	45	1	4	4552			840000	01	68	387.080887926078
3919000	1	3	1	60	68	2									12																																							6			700000	1		3		12												3		68	42		.	42			1	4		2				1								1		2	1	8	1		2					0	2		3				2				1		2	2	2	2	2	2	2	2	1	ESTABILIDAD LABORAL	2	1	2	1	1	2	3		1	1	37	64	1	4	6412			700000	01	68	387.080887926078
3919000	1	4	1	60	68	1	2	2	12	1	1	2	1	1	4		1		644300	2			2		2		2		2		74000				2		1	2		2	2	2			2				250000	2	2	1	2		.						.	4			2	2				2						68	48		.	48			4	7		1	2	1	0	1	1									1	2				2						2		1				1	24	1	1	2														1	1	1	2	3		1	1	83	19	1	1	1926			644300	01	68	387.080887926078
3919001	1	1	1	60	68	1	2	2	6	1	1	2	1	1	36		1		767000	2			2		2		2		2		74000				1		1	2		2	2	2			2				600000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			4	9		1	2	1	15	1	1									1	1	36	1		2					0	2		1				2				2														1	1	1	2	8		2	1	95	70	1	1	7010			767000	01	68	503.928518071806
3919002	1	1	1	60	68	1	2	1		1	1	2	2	2	24		1		1200000	2			2		2		2		2								2	2		2	2	2			2				1200000	2	2	1	2		.						.	12			2	2				2						68	42		.	50			4	7		1	2	1	5	1	1									1	1	24	1		2					0	2		2				2				2														1	1	1	2	8		1	1	87	36	1	1	3699			1200000	01	68	506.096667036037
3919003	1	1	1	60	68	1	2	1		1	1	2	1	1	96		1		980000	2			1	300000	2		2		2		74000				1		1	2		2	2	2			2				980000	2	2	1	2		.						.	12			2	2				2						68	69		.	69			2	2		1	2	3	15	1	1									1	1	42	1		2					11	2		1				2				2														1	1	1	2	2		1	1	59	95	1	3	9500			1280000	01	68	490.313961871966
3919003	1	4	1	60	68	1	2	2	6	1	1	2	1	1	20		2		925000	2			2		2		2		2		74000				1		1	2		2	2	2			2				925000	2	2	1	2		.						.	12			1	2				2						68	48		.	48			8	7		1	1	1	7	1	1									1	1	18	1		2					1	1		1				2				2														1	1	1	2	1		1	1	39	70	1	1	7010			925000	01	68	490.313961871966
3919004	1	1	1	60	68	1	2	1		1	1	2	1	1	109		1		850000	2			2		2		2		2		74000	500000		2	1		1	1		2	2	2			2				850000	2	2	1	2		.						.	12			2	2				2						68	65		.	65			9	7		1	1	1	19	1	1									1	1	108	4		2					0	1		1				2				2														1	1	1	2	1		1	1	39	51	1	1	5135			850000	01	68	571.226488082369
3919004	1	5	1	60	68	2									144																																							6			1200000	1		3		12												3		68	46		.	46			1	4		2				1			1							2	1	12	1		2					0	2		4				2				2														1	1	1	2	3		1	1	37	64	1	4	6412			1200000	01	68	571.226488082369
3919004	1	8	1	60	68	1	2	1		1	1	2	1	1	12		1		645000	2			1	250000	2		2		2		74000				2		1	2		2	2	2			2				650000	2	2	1	2		.						.	12			2	2				2						68	60		.	60			3	7		1	2	1	5	1	1									1	1	60	1		2					0	2		1				2				2														1	1	1	2	3		2	1	53	55	1	1	5521			895000	01	68	571.226488082369
3919005	1	1	1	60	68	1	2	1		1	1	2	1	1	5		1		1120000	2			2		2		2		2		74000	25000		2	1		1	1		2	2	2			2				800000	2	2	1	2		.						.	12			2	2				2						68	60		.	60			9	4		1	1	1	12	1	1		1							1	1	24	1		2					0	1		1				2				2														1	1	1	2	1		1	1	98	15	1	1	1551			1120000	01	68	544.815927242455
3919005	1	2	1	60	68	1	1			1	1	2	2	2	8		1		600000	2			2		2		2		2								2	2		2	2	2			2				600000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			2	7		2				1								1		2	1	60	1		2					0	2		3				2				1	1	2	1	2	1	2	2	2	2	2		2	1	1	2	1	2	3		1	1	45	52	1	1	5233			600000	01	68	544.815927242455
3919006	1	1	1	60	68	2									72																																							7		1	1100000	1		3		12											2015	1	1	68	60		.	60			2	7		1	1	2	0	1		1								1	1	36	1		2					0	1		1				2				2														1	1	1	2	5		1	1	03	52	1	5	5239			1100000	01	68	556.663565067663
3919007	1	1	1	60	68	1	1			1	1	2	1	1	180		1		1600000	2			2		2		2		2								2	2		2	2	2			2				2000000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			6	5		1	2	1	20	1	1									1	1	5	4		2					0	1		1				2				2														1	1	1	2	3		1	1	87	45	1	1	4541			1600000	01	68	450.775500500776
3919007	1	2	1	60	68	1	1			1	1	2	2	2	360																																							3			400000	1		3		12												3		68	40		.	24	6		1	1		2				1								1		2	2				2						2		3				2				2														1	1	2	2	3		1	1	78	16	1	4	1600			400000	01	68	450.775500500776
3919007	1	3	1	60	68	1	2	1		1	2	2	1	1	13		1		780000	2			2		2		2		2		74000	26000		2	1		1	1		2	2	2			2				645000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			9	4		1	2	1	1	1	1									1	2				2						1		1				2				1	1	1	1	2	2	2	2	2	2	2		1	2	1	1	1	2	3		1	1	59	85	1	1	8514			780000	01	68	450.775500500776
3919008	1	1	1	60	68	1	2	1		1	1	2	1	1	120		1		2750000	2			2		2		2		2			26000		2			2	1		2	2	2			2				2750000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			7	5		1	2	1	18	1	1									1	1	84	1		2					10	1		1				2				2														1	1	1	2	1		1	1	45	51	1	1	5151			2750000	01	68	518.197617121095
3919008	1	2	1	60	68	1	2	1		1	1	2	1	1	216		1		2750000	2			2		2		2		2		74000	52000		2	2		1	1		2	2	2			2				2750000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			8	7		1	2	1	18	1	1									1	1	24	1		2					5	1		1				2				2														1	1	1	2	1		1	1	11	50	1	1	5030			2750000	01	68	518.197617121095
3919009	1	1	1	60	68	2									240																																							7		1		1		3		12											2015	2	1	68	60		.	60			2	7		2				1								1		2	2				2						2		4				2				2														1	1	1	2	5		2	1	41	36	1	5	3691				01	68	494.24902921083
3919009	1	4	1	60	68	2									12																																							6				1		3		12												3		68	40		.	40			1	5		2				1								1		2	1	36	1		2					3	2		5				2				2														1	1	1	2	3		1	2	41	52	1	4	5239				01	68	494.24902921083
3919010	1	1	1	60	68	1	2	1		2	1	2	1	1	48		5		1500000	2			2		2		2		2		74000	26000		2	1		1	1		2	2	2			2				1500000	2	2	1	2		.						.	12	4		1	2		INPEC		2						68	48		.	48			9	7		1	1	1	4	1	1									1	2				2						1		1				2				2														1	1	1	2	8		1	1	58	75	1	2	7523	7523	75	1500000	01	68	544.815927242455
3919011	1	1	1	60	68	1	2	1		1	1	2	1	1	60		1		5000000	2			2		2		2		2								2	2		2	2	2			2				5000000	2	2	1	2		.						.	12			2	2				2						68	50		.	50			9	7		1	1	1	20	1	1									1	1	48	4		2					0	1		1				2				2														1	1	1	2	8		1	1	11	92	1	1	9233			5000000	01	68	442.942292353301
3919012	1	1	1	60	68	1	2	2	12	1	1	2	2	2	120																																							1			2800000	1		3		12												3		20	48		.	48			9	7		1	2	2	18	1	1									1	1	40	4		2					0	2		1				1	10	1	1	2														1	2	1	2	3		1	2	05	75	1	4	7514			2800000	01	68	544.815927242455
3919012	1	2	1	60	68	1	2	2	12	1	1	2	1	2	60		2		3000000	2			2		2		2		2								2	2		2	2	2			2				3000000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			9	7		1	2	1	9	1	1		1							1	1	72	1		2					1	1		1				2				1	1	2	1	2	2	2	2	1	2	1	ESTABILIDAD LABORAL	1	1	1	1	2	1	3		2	2	13	80	1	1	8050			3000000	01	68	544.815927242455
3919016	1	2	1	60	68	2									144																																							7		2	900000	1		3		12												2		68	91		.	91			1	7		2				1								1		2	2				2						2		3				2				2														1	1	1	2	8		1	1	41	52	1	4	5221			900000	01	68	560.911313670263
3919016	1	5	1	60	68	1	2	2	6	1	1	2	2	2	3		1		650000	2			2		2		2		2		74000				2		1	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						68	48		.	48			9	7		2				1								1		1	1	2	4		1	14	4		400000	0	2		1	1	7	68	2				2														1	1	1	2	3		1	1	33	15	1	1	1593			1050000	01	68	560.911313670263
3919016	1	6	1	60	68	2									300																																							7		2	900000	1		3		12												2		68	60		.	60			1	7		2				1								1		2	1	120	4		2					0	2		2				2				2														1	1	1	2	8		1	1	41	52	1	4	5221			900000	01	68	560.911313670263
3919017	1	1	1	60	68	2									96																																							6			120000	1		3		12												3		68	20	2		20			1	6		2				1								1		2	1	24	1		2					0	2		2				2				2														1	2	1	2	3		2	1	45	51	1	4	5155			120000	01	68	417.802306153544
3919018	1	1	1	60	68	1	1			1	1	2	2	2	1																																							3			400000	1		3		11												3		68	65		.	65			1	1		2				1								1		2	1	10	1		2					0	2		2				2				2														1	1	1	2	3		2	1	80	19	1	4	1929			400000	01	68	437.647785957703
