"Country","Longitude","Latitude","Group","Order","Count"
"Afghanistan",70.8484420776367,33.9818840026855,2,85,1
"Afghanistan",70.6540069580078,33.9522933959961,2,86,1
"Afghanistan",70.4157257080078,33.950439453125,2,87,1
"Afghanistan",70.32568359375,33.9611320495605,2,88,1
"Afghanistan",70.2536087036133,33.9759750366211,2,89,1
"Afghanistan",69.9947280883789,34.0518074035645,2,90,1
"Afghanistan",69.8896484375,34.0072746276855,2,91,1
"Afghanistan",69.8680648803711,33.8976554870605,2,92,1
"Afghanistan",70.056640625,33.7198715209961,2,93,1
"Afghanistan",70.1341781616211,33.6207542419434,2,94,1
"Afghanistan",70.2197265625,33.4546852111816,2,95,1
"Afghanistan",70.2841796875,33.3690414428711,2,96,1
"Afghanistan",70.2611312866211,33.2890129089355,2,97,1
"Afghanistan",70.0902328491211,33.1980972290039,2,98,1
"Afghanistan",69.9201202392578,33.1124992370605,2,99,1
"Afghanistan",69.7037124633789,33.0947265625,2,100,1
"Afghanistan",69.5677719116211,33.0641593933105,2,101,1
"Afghanistan",69.5015563964844,33.0200691223145,2,102,1
"Afghanistan",69.453125,32.8328132629395,2,103,1
"Afghanistan",69.4045944213867,32.7642555236816,2,104,1
"Afghanistan",69.4053726196289,32.6827163696289,2,105,1
"Afghanistan",69.3594741821289,32.59033203125,2,106,1
"Afghanistan",69.2899398803711,32.5305671691895,2,107,1
"Afghanistan",69.2414016723633,32.4335441589355,2,108,1
"Afghanistan",69.2565383911133,32.2494621276855,2,109,1
"Afghanistan",69.279296875,31.9368171691895,2,110,1
"Afghanistan",69.1869125366211,31.8380870819092,2,111,1
"Afghanistan",69.0831069946289,31.7384757995605,2,112,1
"Afghanistan",68.9734344482422,31.6673831939697,2,113,1
"Afghanistan",68.8689498901367,31.6342296600342,2,114,1
"Afghanistan",68.7823257446289,31.6464347839355,2,115,1
"Afghanistan",68.7136688232422,31.7080574035645,2,116,1
"Afghanistan",68.6732406616211,31.7597179412842,2,117,1
"Afghanistan",68.59765625,31.8029804229736,2,118,1
"Afghanistan",68.5207061767578,31.7941417694092,2,119,1
"Afghanistan",68.4432601928711,31.7544918060303,2,120,1
"Afghanistan",68.31982421875,31.7676734924316,2,121,1
"Afghanistan",68.2139663696289,31.8073749542236,2,122,1
"Afghanistan",68.1610336303711,31.8029804229736,2,123,1
"Afghanistan",68.1301727294922,31.7632827758789,2,124,1
"Afghanistan",68.0171890258789,31.6779804229736,2,125,1
"Afghanistan",67.7398452758789,31.5481929779053,2,126,1
"Afghanistan",67.6267547607422,31.5387706756592,2,127,1
"Afghanistan",67.5782165527344,31.5064945220947,2,128,1
"Afghanistan",67.5975570678711,31.4533214569092,2,129,1
"Afghanistan",67.6470642089844,31.4099597930908,2,130,1
"Afghanistan",67.7334976196289,31.3792476654053,2,131,1
"Afghanistan",67.7378921508789,31.3439464569092,2,132,1
"Afghanistan",67.6615219116211,31.31298828125,2,133,1
"Afghanistan",67.5963897705078,31.2776870727539,2,134,1
"Afghanistan",67.4528274536133,31.234619140625,2,135,1
"Afghanistan",67.2873001098633,31.2178230285645,2,136,1
"Afghanistan",67.1159210205078,31.2429218292236,2,137,1
"Afghanistan",67.0277328491211,31.3002433776855,2,138,1
"Afghanistan",66.92431640625,31.3056144714355,2,139,1
"Afghanistan",66.8292922973633,31.263671875,2,140,1
"Afghanistan",66.7313461303711,31.1945323944092,2,141,1
"Afghanistan",66.6242218017578,31.0460433959961,2,142,1
"Afghanistan",66.5958023071289,31.0199699401855,2,143,1
"Afghanistan",66.5667953491211,30.9965839385986,2,144,1
"Afghanistan",66.4973602294922,30.9645500183105,2,145,1
"Afghanistan",66.3971710205078,30.9122066497803,2,146,1
"Afghanistan",66.3468704223633,30.8027839660645,2,147,1
"Afghanistan",66.2869110107422,30.6079120635986,2,148,1
"Afghanistan",66.3009719848633,30.5029792785645,2,149,1
"Afghanistan",66.3054656982422,30.3211421966553,2,150,1
"Afghanistan",66.2818374633789,30.1934566497803,2,151,1
"Afghanistan",66.2384796142578,30.109619140625,2,152,1
"Afghanistan",66.2471694946289,30.0435066223145,2,153,1
"Afghanistan",66.3133773803711,29.9685554504395,2,154,1
"Afghanistan",66.2869110107422,29.9200191497803,2,155,1
"Afghanistan",66.2312545776367,29.86572265625,2,156,1
"Afghanistan",66.1770553588867,29.8355941772461,2,157,1
"Afghanistan",65.9616241455078,29.7789077758789,2,158,1
"Afghanistan",65.6662139892578,29.7013206481934,2,159,1
"Afghanistan",65.4709930419922,29.6515617370605,2,160,1
"Afghanistan",65.1804656982422,29.5776348114014,2,161,1
"Afghanistan",65.0955047607422,29.5594749450684,2,162,1
"Afghanistan",64.9189453125,29.5527839660645,2,163,1
"Afghanistan",64.8273391723633,29.5641593933105,2,164,1
"Afghanistan",64.7035140991211,29.5671367645264,2,165,1
"Afghanistan",64.5210952758789,29.5645008087158,2,166,1
"Afghanistan",64.3937530517578,29.5443344116211,2,167,1
"Afghanistan",64.26611328125,29.5069332122803,2,168,1
"Afghanistan",64.1721649169922,29.4603519439697,2,169,1
"Afghanistan",64.1179733276367,29.4142570495605,2,170,1
"Afghanistan",64.0987319946289,29.3919429779053,2,171,1
"Afghanistan",63.9709968566895,29.4300804138184,2,172,1
"Afghanistan",63.5675811767578,29.4979991912842,2,173,1
"Afghanistan",62.4765586853027,29.4083499908447,2,174,1
"Afghanistan",62.3734359741211,29.4253902435303,2,175,1
"Afghanistan",62.0009727478027,29.5304183959961,2,176,1
"Afghanistan",61.5214805603027,29.6656742095947,2,177,1
"Afghanistan",61.2244148254395,29.7494144439697,2,178,1
"Afghanistan",60.8433609008789,29.8586902618408,2,179,1
"Afghanistan",61.1041030883789,30.12841796875,2,180,1
"Afghanistan",61.3316421508789,30.3637218475342,2,181,1
"Afghanistan",61.5594711303711,30.5993633270264,2,182,1
"Afghanistan",61.7841758728027,30.8319358825684,2,183,1
"Afghanistan",61.8108406066895,30.9132823944092,2,184,1
"Afghanistan",61.8142585754395,31.0725593566895,2,185,1
"Afghanistan",61.7550811767578,31.2853031158447,2,186,1
"Afghanistan",61.6601524353027,31.3824214935303,2,187,1
"Afghanistan",61.3464851379395,31.4216289520264,2,188,1
"Afghanistan",61.1107406616211,31.4511222839355,2,189,1
"Afghanistan",60.8541030883789,31.4832515716553,2,190,1
"Afghanistan",60.8207054138184,31.4951667785645,2,191,1
"Afghanistan",60.7915992736816,31.6605968475342,2,192,1
"Afghanistan",60.8042984008789,31.7344722747803,2,193,1
"Afghanistan",60.7875022888184,31.877197265625,2,194,1
"Afghanistan",60.7899398803711,31.9871120452881,2,195,1
"Afghanistan",60.8272476196289,32.16796875,2,196,1
"Afghanistan",60.8292961120605,32.2494125366211,2,197,1
"Afghanistan",60.71044921875,32.6000022888184,2,198,1
"Afghanistan",60.64453125,32.7943840026855,2,199,1
"Afghanistan",60.5765647888184,32.994873046875,2,200,1
"Afghanistan",60.5619163513184,33.0587882995605,2,201,1
"Afghanistan",60.560546875,33.1378402709961,2,202,1
"Afghanistan",60.7180671691895,33.3235359191895,2,203,1
"Afghanistan",60.7668952941895,33.3638191223145,2,204,1
"Afghanistan",60.8592796325684,33.4562492370605,2,205,1
"Afghanistan",60.9169883728027,33.5052223205566,2,206,1
"Afghanistan",60.9069328308105,33.5389633178711,2,207,1
"Afghanistan",60.8064422607422,33.5586891174316,2,208,1
"Afghanistan",60.6545867919922,33.5604019165039,2,209,1
"Afghanistan",60.5738258361816,33.5883293151855,2,210,1
"Afghanistan",60.5108375549316,33.638916015625,2,211,1
"Afghanistan",60.4859352111816,33.7119140625,2,212,1
"Afghanistan",60.5270538330078,33.8419914245605,2,213,1
"Afghanistan",60.4857444763184,34.0947761535645,2,214,1
"Afghanistan",60.5702133178711,34.2196311950684,2,215,1
"Afghanistan",60.6426734924316,34.3071746826172,2,216,1
"Afghanistan",60.8894577026367,34.3194313049316,2,217,1
"Afghanistan",60.8039093017578,34.4180183410645,2,218,1
"Afghanistan",60.7625999450684,34.4752426147461,2,219,1
"Afghanistan",60.7361335754395,34.4917945861816,2,220,1
"Afghanistan",60.7262687683105,34.5182647705078,2,221,1
"Afghanistan",60.7394523620605,34.5447273254395,2,222,1
"Afghanistan",60.8023452758789,34.5546379089355,2,223,1
"Afghanistan",60.8453140258789,34.5876960754395,2,224,1
"Afghanistan",60.9147491455078,34.6339836120605,2,225,1
"Afghanistan",60.9511756896973,34.6538543701172,2,226,1
"Afghanistan",60.9578132629395,34.7100601196289,2,227,1
"Afghanistan",60.9908218383789,34.749755859375,2,228,1
"Afghanistan",61.0404319763184,34.7993659973145,2,229,1
"Afghanistan",61.080078125,34.8556175231934,2,230,1
"Afghanistan",61.0702171325684,34.9217300415039,2,231,1
"Afghanistan",61.1066436767578,35.0011215209961,2,232,1
"Afghanistan",61.1231460571289,35.0507316589355,2,233,1
"Afghanistan",61.1496124267578,35.09375,2,234,1
"Afghanistan",61.12646484375,35.1565437316895,2,235,1
"Afghanistan",61.1066436767578,35.20947265625,2,236,1
"Afghanistan",61.0999984741211,35.2723121643066,2,237,1
"Afghanistan",61.1396446228027,35.2888641357422,2,238,1
"Afghanistan",61.1892623901367,35.31201171875,2,239,1
"Afghanistan",61.19921875,35.3616218566895,2,240,1
"Afghanistan",61.2256851196289,35.4244613647461,2,241,1
"Afghanistan",61.2455062866211,35.4740715026855,2,242,1
"Afghanistan",61.2785186767578,35.5137710571289,2,243,1
"Afghanistan",61.2818374633789,35.5534210205078,2,244,1
"Afghanistan",61.2620086669922,35.6195793151855,2,245,1
"Afghanistan",61.3447303771973,35.6294898986816,2,246,1
"Afghanistan",61.3777313232422,35.5931167602539,2,247,1
"Afghanistan",61.4217796325684,35.5457992553711,2,248,1
"Afghanistan",61.5427703857422,35.4578628540039,2,249,1
"Afghanistan",61.6209983825684,35.4323234558105,2,250,1
"Afghanistan",61.7197265625,35.41943359375,2,251,1
"Afghanistan",61.8410186767578,35.4314918518066,2,252,1
"Afghanistan",61.9380874633789,35.4478988647461,2,253,1
"Afghanistan",61.9838829040527,35.4437026977539,2,254,1
"Afghanistan",62.0896492004395,35.3796882629395,2,255,1
"Afghanistan",62.2130851745605,35.2899398803711,2,256,1
"Afghanistan",62.2528305053711,35.250244140625,2,257,1
"Afghanistan",62.2711906433105,35.1891098022461,2,258,1
"Afghanistan",62.3078117370605,35.1707992553711,2,259,1
"Afghanistan",62.3866195678711,35.2312507629395,2,260,1
"Afghanistan",62.4628944396973,35.2513694763184,2,261,1
"Afghanistan",62.5331077575684,35.2398948669434,2,262,1
"Afghanistan",62.6105461120605,35.233154296875,2,263,1
"Afghanistan",62.6880836486816,35.2553215026855,2,264,1
"Afghanistan",62.7226600646973,35.2713394165039,2,265,1
"Afghanistan",62.8580055236816,35.3496589660645,2,266,1
"Afghanistan",62.9802742004395,35.4091796875,2,267,1
"Afghanistan",63.056640625,35.44580078125,2,268,1
"Afghanistan",63.0841789245605,35.5680656433105,2,269,1
"Afghanistan",63.1193351745605,35.6375503540039,2,270,1
"Afghanistan",63.1697273254395,35.6781234741211,2,271,1
"Afghanistan",63.1507797241211,35.728271484375,2,272,1
"Afghanistan",63.1299819946289,35.7667465209961,2,273,1
"Afghanistan",63.1085929870605,35.8186988830566,2,274,1
"Afghanistan",63.1299819946289,35.84619140625,2,275,1
"Afghanistan",63.1789093017578,35.8584480285645,2,276,1
"Afghanistan",63.3016586303711,35.8583984375,2,277,1
"Afghanistan",63.5169906616211,35.9131355285645,2,278,1
"Afghanistan",63.6965827941895,35.9678192138672,2,279,1
"Afghanistan",63.8624992370605,36.0123519897461,2,280,1
"Afghanistan",63.9380836486816,36.0197257995605,2,281,1
"Afghanistan",64.0096740722656,36.0121116638184,2,282,1
"Afghanistan",64.0423812866211,36.0250968933105,2,283,1
"Afghanistan",64.0513687133789,36.067626953125,2,284,1
"Afghanistan",64.0921859741211,36.1126976013184,2,285,1
"Afghanistan",64.1843719482422,36.14892578125,2,286,1
"Afghanistan",64.3580093383789,36.22607421875,2,287,1
"Afghanistan",64.5110321044922,36.3406753540039,2,288,1
"Afghanistan",64.5658187866211,36.4275894165039,2,289,1
"Afghanistan",64.6025390625,36.5545425415039,2,290,1
"Afghanistan",64.67431640625,36.7501945495605,2,291,1
"Afghanistan",64.7531204223633,36.9647941589355,2,292,1
"Afghanistan",64.7824249267578,37.0592765808105,2,293,1
"Afghanistan",64.8163070678711,37.132080078125,2,294,1
"Afghanistan",64.9515609741211,37.1935577392578,2,295,1
"Afghanistan",65.0896453857422,37.2379379272461,2,296,1
"Afghanistan",65.3036193847656,37.2467765808105,2,297,1
"Afghanistan",65.5549774169922,37.2511711120605,2,298,1
"Afghanistan",65.6080093383789,37.368408203125,2,299,1
"Afghanistan",65.6412124633789,37.4678230285645,2,300,1
"Afghanistan",65.6830062866211,37.5191421508789,2,301,1
"Afghanistan",65.7438507080078,37.5608406066895,2,302,1
"Afghanistan",65.7650375366211,37.5691413879395,2,303,1
"Afghanistan",65.9006805419922,37.5081062316895,2,304,1
"Afghanistan",66.1083984375,37.4147453308105,2,305,1
"Afghanistan",66.3502960205078,37.3681640625,2,306,1
"Afghanistan",66.4718704223633,37.3447265625,2,307,1
"Afghanistan",66.5222625732422,37.3484840393066,2,308,1
"Afghanistan",66.8277282714844,37.3712882995605,2,309,1
"Afghanistan",67.06884765625,37.3348159790039,2,310,1
"Afghanistan",67.1955108642578,37.2352066040039,2,311,1
"Afghanistan",67.3197250366211,37.2095680236816,2,312,1
"Afghanistan",67.4416961669922,37.2580108642578,2,313,1
"Afghanistan",67.5172882080078,37.2666511535645,2,314,1
"Afghanistan",67.5464859008789,37.2356452941895,2,315,1
"Afghanistan",67.607421875,37.2225074768066,2,316,1
"Afghanistan",67.7000045776367,37.2272453308105,2,317,1
"Afghanistan",67.7529296875,37.1998062133789,2,318,1
"Afghanistan",67.7589874267578,37.1722145080566,2,319,1
"Afghanistan",67.7660140991211,37.14013671875,2,320,1
"Afghanistan",67.83447265625,37.064208984375,2,321,1
"Afghanistan",67.9580078125,36.9720230102539,2,322,1
"Afghanistan",68.0677719116211,36.9498023986816,2,323,1
"Afghanistan",68.2121124267578,37.0215339660645,2,324,1
"Afghanistan",68.2609405517578,37.0130844116211,2,325,1
"Afghanistan",68.2847671508789,37.0363273620605,2,326,1
"Afghanistan",68.2995147705078,37.0884284973145,2,327,1
"Afghanistan",68.3869171142578,37.1375007629395,2,328,1
"Afghanistan",68.5464859008789,37.1834487915039,2,329,1
"Afghanistan",68.6370162963867,37.2244644165039,2,330,1
"Afghanistan",68.6691360473633,37.2583999633789,2,331,1
"Afghanistan",68.7232360839844,37.2680206298828,2,332,1
"Afghanistan",68.7820358276367,37.2580108642578,2,333,1
"Afghanistan",68.82373046875,37.2707023620605,2,334,1
"Afghanistan",68.8384780883789,37.3028335571289,2,335,1
"Afghanistan",68.8553695678711,37.3168449401855,2,336,1
"Afghanistan",68.88525390625,37.3280754089355,2,337,1
"Afghanistan",68.9118118286133,37.3339385986328,2,338,1
"Afghanistan",68.96044921875,37.3250465393066,2,339,1
"Afghanistan",69.0500030517578,37.2665023803711,2,340,1
"Afghanistan",69.18017578125,37.1583023071289,2,341,1
"Afghanistan",69.2648468017578,37.1083984375,2,342,1
"Afghanistan",69.3039093017578,37.116943359375,2,343,1
"Afghanistan",69.3538055419922,37.1500473022461,2,344,1
"Afghanistan",69.4144515991211,37.207763671875,2,345,1
"Afghanistan",69.4296875,37.2908706665039,2,346,1
"Afghanistan",69.3992156982422,37.3993148803711,2,347,1
"Afghanistan",69.4201202392578,37.4867172241211,2,348,1
"Afghanistan",69.4920959472656,37.5530776977539,2,349,1
"Afghanistan",69.6257781982422,37.5940437316895,2,350,1
"Afghanistan",69.8208999633789,37.6095695495605,2,351,1
"Afghanistan",69.9406280517578,37.6002922058105,2,352,1
"Afghanistan",69.9849624633789,37.566162109375,2,353,1
"Afghanistan",70.0447235107422,37.5472183227539,2,354,1
"Afghanistan",70.1198196411133,37.5435028076172,2,355,1
"Afghanistan",70.1886672973633,37.5824699401855,2,356,1
"Afghanistan",70.25146484375,37.6641578674316,2,357,1
"Afghanistan",70.2549743652344,37.765380859375,2,358,1
"Afghanistan",70.1994171142578,37.8860359191895,2,359,1
"Afghanistan",70.2146453857422,37.9244117736816,2,360,1
"Afghanistan",70.23876953125,37.9412078857422,2,361,1
"Afghanistan",70.3132781982422,37.9848136901855,2,362,1
"Afghanistan",70.4177780151367,38.075439453125,2,363,1
"Afghanistan",70.5185546875,38.1919937133789,2,364,1
"Afghanistan",70.6158218383789,38.3344230651855,2,365,1
"Afghanistan",70.7359390258789,38.4225616455078,2,366,1
"Afghanistan",70.87890625,38.4563980102539,2,367,1
"Afghanistan",71.0521469116211,38.4178695678711,2,368,1
"Afghanistan",71.255859375,38.3069839477539,2,369,1
"Afghanistan",71.3327102661133,38.1702613830566,2,370,1
"Afghanistan",71.2828140258789,38.0079078674316,2,371,1
"Afghanistan",71.2785186767578,37.9184112548828,2,372,1
"Afghanistan",71.3199234008789,37.90185546875,2,373,1
"Afghanistan",71.3896484375,37.9062995910645,2,374,1
"Afghanistan",71.48779296875,37.931884765625,2,375,1
"Afghanistan",71.5519561767578,37.9331512451172,2,376,1
"Afghanistan",71.5822296142578,37.9101066589355,2,377,1
"Afghanistan",71.5803680419922,37.8642578125,2,378,1
"Afghanistan",71.5461883544922,37.795654296875,2,379,1
"Afghanistan",71.5050811767578,37.6029319763184,2,380,1
"Afghanistan",71.4796829223633,37.43603515625,2,381,1
"Afghanistan",71.4547805786133,37.2718276977539,2,382,1
"Afghanistan",71.4329147338867,37.1275405883789,2,383,1
"Afghanistan",71.4718780517578,37.0150871276855,2,384,1
"Afghanistan",71.5308532714844,36.8451156616211,2,385,1
"Afghanistan",71.5974578857422,36.73291015625,2,386,1
"Afghanistan",71.6656265258789,36.6969223022461,2,387,1
"Afghanistan",71.7337875366211,36.6840324401855,2,388,1
"Afghanistan",71.8020477294922,36.6942863464355,2,389,1
"Afghanistan",71.9419937133789,36.7664527893066,2,390,1
"Afghanistan",72.1535186767578,36.9005393981934,2,391,1
"Afghanistan",72.3587951660156,36.98291015625,2,392,1
"Afghanistan",72.6574249267578,37.029052734375,2,393,1
"Afghanistan",72.7570343017578,37.1727066040039,2,394,1
"Afghanistan",72.8955078125,37.2675285339355,2,395,1
"Afghanistan",73.2111282348633,37.4084968566895,2,396,1
"Afghanistan",73.3829116821289,37.4622573852539,2,397,1
"Afghanistan",73.4813461303711,37.4716796875,2,398,1
"Afghanistan",73.6046829223633,37.446044921875,2,399,1
"Afghanistan",73.6326141357422,37.4372062683105,2,400,1
"Afghanistan",73.6571273803711,37.4304695129395,2,401,1
"Afghanistan",73.7206115722656,37.4187507629395,2,402,1
"Afghanistan",73.7337875366211,37.3757820129395,2,403,1
"Afghanistan",73.71728515625,37.3294410705566,2,404,1
"Afghanistan",73.6488265991211,37.2912101745605,2,405,1
"Afghanistan",73.6275405883789,37.2615699768066,2,406,1
"Afghanistan",73.6535186767578,37.2393569946289,2,407,1
"Afghanistan",73.7496109008789,37.2317886352539,2,408,1
"Afghanistan",73.9488220214844,37.2831535339355,2,409,1
"Afghanistan",74.0777282714844,37.3162117004395,2,410,1
"Afghanistan",74.1670913696289,37.3294410705566,2,411,1
"Afghanistan",74.2035140991211,37.3724594116211,2,412,1
"Afghanistan",74.2596664428711,37.4154319763184,2,413,1
"Afghanistan",74.3490219116211,37.4187507629395,2,414,1
"Afghanistan",74.4449234008789,37.3956069946289,2,415,1
"Afghanistan",74.5242233276367,37.3823738098145,2,416,1
"Afghanistan",74.6593780517578,37.3944816589355,2,417,1
"Afghanistan",74.7305679321289,37.3570289611816,2,418,1
"Afghanistan",74.8304672241211,37.2859382629395,2,419,1
"Afghanistan",74.8753890991211,37.2419929504395,2,420,1
"Afghanistan",74.8913116455078,37.2316398620605,2,421,1
"Finland",20.611328125,60.0406761169434,7,889,2
"Finland",20.6034183502197,60.0169410705566,7,890,2
"Finland",20.5217761993408,60.0116691589355,7,891,2
"Finland",20.4875011444092,60.0327644348145,7,892,2
"Finland",20.4112319946289,60.0301284790039,7,893,2
"Finland",20.39794921875,60.0406761169434,7,894,2
"Finland",20.4295902252197,60.0617179870605,7,895,2
"Finland",20.4901371002197,60.0749015808105,7,896,2
"Finland",20.5691394805908,60.0696296691895,7,897,2
"Finland",20.611328125,60.0406761169434,7,898,2
"Finland",19.6623039245605,60.1871566772461,8,900,2
"Finland",19.66748046875,60.1647453308105,8,901,2
"Finland",19.6291980743408,60.1703605651855,8,902,2
"Finland",19.5998058319092,60.1626968383789,8,903,2
"Finland",19.5798835754395,60.1350631713867,8,904,2
"Finland",19.5365238189697,60.1449737548828,8,905,2
"Finland",19.51904296875,60.1845664978027,8,906,2
"Finland",19.5513668060303,60.2438468933105,8,907,2
"Finland",19.6288089752197,60.24609375,8,908,2
"Finland",19.6623039245605,60.1871566772461,8,909,2
"Finland",19.9895515441895,60.3511695861816,9,911,2
"Finland",20.0202159881592,60.3508758544922,9,912,2
"Finland",20.0338878631592,60.3593254089355,9,913,2
"Finland",20.08740234375,60.3534164428711,9,914,2
"Finland",20.1678695678711,60.314697265625,9,915,2
"Finland",20.18408203125,60.2937469482422,9,916,2
"Finland",20.2395515441895,60.2830123901367,9,917,2
"Finland",20.2588882446289,60.2612762451172,9,918,2
"Finland",20.1947269439697,60.1935539245605,9,919,2
"Finland",20.1550769805908,60.1922836303711,9,920,2
"Finland",20.12548828125,60.2008781433105,9,921,2
"Finland",20.0732421875,60.1934585571289,9,922,2
"Finland",20.0425796508789,60.1806678771973,9,923,2
"Finland",20.0323238372803,60.1524925231934,9,924,2
"Finland",20.0339851379395,60.0935554504395,9,925,2
"Finland",19.7998046875,60.0817375183105,9,926,2
"Finland",19.7459964752197,60.0989723205566,9,927,2
"Finland",19.6722660064697,60.2330055236816,9,928,2
"Finland",19.6869144439697,60.2676277160645,9,929,2
"Finland",19.7365226745605,60.2823753356934,9,930,2
"Finland",19.7790031433105,60.2855453491211,9,931,2
"Finland",19.7852535247803,60.2133750915527,9,932,2
"Finland",19.84765625,60.2205543518066,9,933,2
"Finland",19.8671855926514,60.2681121826172,9,934,2
"Finland",19.87158203125,60.3016090393066,9,935,2
"Finland",19.8546867370605,60.3185081481934,9,936,2
"Finland",19.8123035430908,60.3315925598145,9,937,2
"Finland",19.7877922058105,60.3540496826172,9,938,2
"Finland",19.8230457305908,60.3901824951172,9,939,2
"Finland",19.8882808685303,60.4058113098145,9,940,2
"Finland",19.9445323944092,60.3575210571289,9,941,2
"Finland",19.9895515441895,60.3511695861816,9,942,2
"United Arab Emirates",53.9278335571289,24.1771984100342,11,964,19
"United Arab Emirates",53.9281234741211,24.1433601379395,11,965,19
"United Arab Emirates",53.8263664245605,24.1531257629395,11,966,19
"United Arab Emirates",53.7991218566895,24.1355476379395,11,967,19
"United Arab Emirates",53.7158203125,24.1453132629395,11,968,19
"United Arab Emirates",53.6344718933105,24.1697750091553,11,969,19
"United Arab Emirates",53.6896476745605,24.2107906341553,11,970,19
"United Arab Emirates",53.8337898254395,24.2589340209961,11,971,19
"United Arab Emirates",53.8937492370605,24.2151355743408,11,972,19
"United Arab Emirates",53.9278335571289,24.1771984100342,11,973,19
"United Arab Emirates",52.6168937683105,24.28857421875,12,975,19
"United Arab Emirates",52.6000022888184,24.2812976837158,12,976,19
