Title,Year,Rating,Runtime,Genre,Critic.Score,Box.Office,Awards,International
About a Boy,2002,PG-13,101,"Comedy, Drama, Romance",93,40.6,TRUE,TRUE
Enough,2002,PG-13,115,"Crime, Drama, Thriller",22,39.2,FALSE,FALSE
Insomnia,2002,R,118,"Mystery, Thriller",92,67.2,TRUE,TRUE
Spirit: Stallion of the Cimarron,2002,G,83,"Animation, Adventure, Comedy",69,73.2,TRUE,FALSE
Civil Brand,2002,R,95,"Drama, Thriller, Crime",16,0.1,TRUE,FALSE
Undercover Brother,2002,PG-13,86,"Action, Comedy",77,38.2,TRUE,FALSE
The Sum of All Fears,2002,PG-13,124,"Action, Drama, Thriller",59,118.5,TRUE,TRUE
Bad Company,2002,PG-13,116,"Action, Adventure, Comedy",10,30.1,FALSE,TRUE
Divine Secrets of the Ya-Ya Sisterhood,2002,PG-13,116,Drama,44,69.5,FALSE,FALSE
Windtalkers,2002,R,134,"Action, Drama, War",32,40.5,TRUE,FALSE
The Bourne Identity,2002,PG-13,119,"Action, Mystery, Thriller",83,121.5,TRUE,TRUE
Scooby-Doo,2002,PG,86,"Adventure, Comedy, Mystery",30,153.2,TRUE,TRUE
Passionada,2002,PG-13,108,"Comedy, Romance, Drama",58,0.5,FALSE,FALSE
Minority Report,2002,PG-13,145,"Action, Mystery, Sci-Fi",90,131.9,TRUE,FALSE
Juwanna Mann,2002,PG-13,91,"Comedy, Drama, Romance",10,13.4,FALSE,FALSE
Lilo & Stitch,2002,PG,85,"Animation, Adventure, Comedy",86,145.8,TRUE,FALSE
Hey Arnold! The Movie,2002,PG,76,"Animation, Adventure, Comedy",29,13.6,FALSE,FALSE
Mr. Deeds,2002,PG-13,96,"Comedy, Romance",22,126.2,TRUE,FALSE
Men in Black II,2002,PG-13,88,"Action, Comedy, Fantasy",39,190.4,TRUE,FALSE
The Powerpuff Girls Movie,2002,PG,73,"Animation, Action, Adventure",63,11.3,FALSE,FALSE
Like Mike,2002,PG,99,"Comedy, Family, Fantasy",57,51.4,TRUE,FALSE
The Crocodile Hunter: Collision Course,2002,PG,90,"Action, Adventure, Comedy",53,28.3,TRUE,TRUE
Road to Perdition,2002,R,117,"Crime, Drama, Thriller",81,104.1,TRUE,FALSE
Reign of Fire,2002,PG-13,101,"Action, Adventure, Fantasy",40,42.9,TRUE,TRUE
Sunshine State,2002,PG-13,141,"Drama, Romance",80,2.8,TRUE,FALSE
Halloween: Resurrection,2002,R,94,"Horror, Thriller",12,30.3,TRUE,FALSE
Eight Legged Freaks,2002,PG-13,99,"Action, Comedy, Horror",48,17.2,FALSE,TRUE
K-19: The Widowmaker,2002,PG-13,138,"Drama, History, Thriller",60,35.1,FALSE,TRUE
Stuart Little 2,2002,PG,77,"Animation, Adventure, Comedy",81,64.7,TRUE,FALSE
The Country Bears,2002,G,88,"Comedy, Family, Music",30,16.9,FALSE,FALSE
Austin Powers in Goldmember,2002,PG-13,94,"Action, Comedy, Crime",54,213.1,TRUE,FALSE
The Master of Disguise,2002,PG,80,"Comedy, Family",1,40.3,FALSE,FALSE
My Big Fat Greek Wedding,2002,PG,95,"Comedy, Romance",76,241.3,TRUE,TRUE
Signs,2002,PG-13,106,"Drama, Sci-Fi, Thriller",74,227.9,TRUE,FALSE
Martin Lawrence Live: Runteldat,2002,R,113,"Documentary, Biography, Comedy",39,19.1,FALSE,FALSE
Spy Kids 2: Island of Lost Dreams,2002,PG,100,"Action, Adventure, Comedy",74,85.6,TRUE,FALSE
Blood Work,2002,R,110,"Action, Crime, Drama",53,26.1,TRUE,FALSE
xXx,2002,PG-13,124,"Action, Adventure, Thriller",48,141.1,TRUE,FALSE
The Adventures of Pluto Nash,2002,PG-13,95,"Comedy, Action, Sci-Fi",5,4.4,TRUE,TRUE
Blue Crush,2002,PG-13,104,"Drama, Romance, Sport",36,1,TRUE,TRUE
S1m0ne,2002,PG-13,117,"Comedy, Drama, Fantasy",51,9.5,FALSE,FALSE
Serving Sara,2002,PG-13,99,"Comedy, Romance",4,16.9,FALSE,TRUE
Feardotcom,2002,R,101,"Crime, Horror, Thriller",3,13.1,TRUE,TRUE
Possession,2002,PG-13,102,"Drama, Mystery",65,10.1,FALSE,TRUE
City by the Sea,2002,R,108,"Crime, Drama, Mystery",48,22.4,FALSE,FALSE
Swimfan,2002,PG-13,85,"Drama, Thriller",14,28.3,FALSE,FALSE
Stealing Harvard,2002,PG-13,85,"Comedy, Crime",9,13.9,FALSE,FALSE
Barbershop,2002,PG-13,102,"Comedy, Drama",82,75.1,TRUE,FALSE
Manna from Heaven,2002,PG,119,Comedy,22,0.1,TRUE,FALSE
Ballistic: Ecks vs. Sever,2002,R,91,"Action, Crime, Sci-Fi",0,14.2,FALSE,TRUE
Charly,2002,PG,103,"Comedy, Drama, Romance",20,0.7,FALSE,FALSE
Trapped,2002,R,106,"Crime, Drama, Thriller",18,6.9,FALSE,TRUE
The Banger Sisters,2002,R,98,"Comedy, Drama",47,30.2,TRUE,FALSE
The Four Feathers,2002,PG-13,132,"Adventure, Drama, Romance",41,18.2,FALSE,TRUE
Pandora's Box,2002,R,103,Thriller,0,0.8,TRUE,FALSE
Sweet Home Alabama,2002,PG-13,108,"Comedy, Romance",38,127.2,TRUE,FALSE
The Tuxedo,2002,PG-13,98,"Action, Comedy, Sci-Fi",22,50.2,TRUE,FALSE
Moonlight Mile,2002,PG-13,117,"Drama, Romance",63,6.7,TRUE,FALSE
Igby Goes Down,2002,R,98,"Comedy, Drama",76,4.6,TRUE,FALSE
Jonah: A VeggieTales Movie,2002,G,82,"Animation, Adventure, Comedy",65,25.4,FALSE,FALSE
Red Dragon,2002,R,124,"Crime, Thriller",69,92.9,TRUE,TRUE
Anything But Love,2002,PG-13,102,"Musical, Romance",37,0.0587,TRUE,FALSE
The Transporter,2002,PG-13,92,"Action, Crime, Thriller",53,25.2,FALSE,TRUE
Brown Sugar,2002,PG-13,109,"Romance, Comedy, Drama",66,27.2,TRUE,FALSE
The Rules of Attraction,2002,R,110,"Comedy, Drama, Romance",43,6.5,TRUE,TRUE
Secretary,2002,R,104,"Comedy, Drama, Romance",75,3.8,TRUE,FALSE
Tuck Everlasting,2002,PG,90,"Drama, Romance, Family",61,19,TRUE,FALSE
White Oleander,2002,PG-13,109,Drama,70,16.3,TRUE,FALSE
Welcome to Collinwood,2002,R,86,"Comedy, Crime",54,0.0752,FALSE,TRUE
Hansel & Gretel,2002,PG,89,"Comedy, Family, Fantasy",0,0.1,FALSE,FALSE
The Ring,2002,PG-13,115,"Horror, Mystery",72,128.6,TRUE,TRUE
Abandon,2002,PG-13,99,"Drama, Music, Mystery",16,10.7,FALSE,TRUE
Jackass: The Movie,2002,R,87,"Documentary, Comedy",48,64.2,TRUE,FALSE
Ghost Ship,2002,R,91,"Horror, Mystery",14,30.1,TRUE,TRUE
The Truth About Charlie,2002,PG-13,104,"Mystery, Thriller",33,5.3,FALSE,TRUE
Paid in Full,2002,R,97,"Drama, Action, Crime",51,3,FALSE,FALSE
The Santa Clause 2,2002,G,104,"Comedy, Family, Fantasy",55,139.2,TRUE,FALSE
Comedian,2002,R,82,"Documentary, Comedy",76,2.7,FALSE,FALSE
Auto Focus,2002,R,105,"Biography, Crime, Drama",72,1.8,TRUE,FALSE
Punch-Drunk Love,2002,R,95,"Comedy, Drama, Romance",79,17.8,TRUE,FALSE
8 Mile,2002,R,110,"Drama, Music",76,116.6,TRUE,TRUE
Real Women Have Curves,2002,PG-13,90,"Comedy, Drama",83,5.7,TRUE,FALSE
Bowling for Columbine,2002,R,120,Documentary,96,21.2,TRUE,TRUE
Harry Potter and the Chamber of Secrets,2002,PG,161,"Adventure, Family, Fantasy",82,261.8,TRUE,TRUE
Half Past Dead,2002,PG-13,98,"Action, Crime, Thriller",3,15.4,FALSE,TRUE
Frida,2002,R,123,"Biography, Drama, Romance",76,25.7,TRUE,TRUE
Friday After Next,2002,R,85,"Comedy, Drama",25,33,FALSE,FALSE
The Emperor's Club,2002,PG-13,109,Drama,50,14,FALSE,FALSE
Roger Dodger,2002,R,106,"Comedy, Drama",88,1.2,TRUE,FALSE
Die Another Day,2002,PG-13,133,"Action, Adventure, Crime",57,160.2,TRUE,TRUE
They,2002,PG-13,89,"Horror, Mystery, Thriller",38,12.6,TRUE,TRUE
Solaris,2002,PG-13,99,"Drama, Mystery, Romance",66,14.8,TRUE,FALSE
Eight Crazy Nights,2002,PG-13,76,"Animation, Comedy, Drama",12,23.3,TRUE,FALSE
Treasure Planet,2002,PG,95,"Animation, Adventure, Family",68,38.1,TRUE,FALSE
Standing in the Shadows of Motown,2002,PG,108,"Documentary, Music",92,1.2,TRUE,FALSE
Analyze That,2002,R,96,"Comedy, Crime",27,32.1,FALSE,TRUE
Empire,2002,R,90,"Crime, Drama, Thriller",21,17.5,FALSE,FALSE
Drumline,2002,PG-13,118,"Comedy, Drama, Romance",82,56.2,FALSE,FALSE
The Hot Chick,2002,PG-13,104,"Comedy, Fantasy",21,34.9,FALSE,FALSE
Maid in Manhattan,2002,PG-13,105,"Comedy, Drama, Romance",39,93.8,FALSE,FALSE
Star Trek: Nemesis,2002,PG-13,116,"Action, Adventure, Sci-Fi",37,43.1,TRUE,FALSE
The Lord of the Rings: The Two Towers,2002,PG-13,179,"Adventure, Fantasy",96,340.5,TRUE,TRUE
The Wild Thornberrys Movie,2002,PG,85,"Adventure, Animation, Family",80,39.8,FALSE,FALSE
Two Weeks Notice,2002,PG-13,101,"Comedy, Romance",42,93.2,TRUE,TRUE
Gangs of New York,2002,R,167,"Crime, Drama, History",75,77.6,TRUE,TRUE
Evelyn,2002,PG,94,Drama,64,1.3,TRUE,TRUE
Pinocchio,2002,G,108,"Comedy, Family, Fantasy",0,3.6,TRUE,TRUE
Catch Me If You Can,2002,PG-13,141,"Biography, Crime, Drama",96,164.4,TRUE,TRUE
About Schmidt,2002,R,125,"Comedy, Drama",85,65,TRUE,FALSE
25th Hour,2002,R,135,"Crime, Drama",78,12.8,TRUE,FALSE
Antwone Fisher,2002,PG-13,120,"Biography, Drama",79,20.8,TRUE,FALSE
Far from Heaven,2002,PG-13,107,Drama,87,15.8,TRUE,TRUE
Narc,2002,R,105,"Crime, Mystery, Thriller",83,10.2,TRUE,TRUE
Cherish,2002,R,99,"Comedy, Drama, Thriller",51,0.2,FALSE,FALSE
Chicago,2002,PG-13,113,"Comedy, Crime, Musical",86,170.6,TRUE,TRUE
Confessions of a Dangerous Mind,2002,R,113,"Biography, Comedy, Crime",79,15.9,TRUE,TRUE
Spun,2002,R,101,"Comedy, Crime, Drama",37,0.2,FALSE,FALSE
The Hours,2002,PG-13,114,Drama,81,41.5,TRUE,TRUE
Adaptation.,2002,R,114,"Comedy, Drama",91,22.2,TRUE,FALSE
The Guru,2002,R,94,"Comedy, Fantasy, Music",57,2.9,FALSE,TRUE
Dark Blue,2002,R,118,"Crime, Drama, Thriller",58,9.1,FALSE,TRUE
Poolhall Junkies,2002,R,99,"Drama, Thriller",34,0.5,FALSE,FALSE
Boat Trip,2002,R,94,Comedy,7,8.5,FALSE,TRUE
City of Ghosts,2002,R,116,"Crime, Drama, Thriller",47,0.3,FALSE,FALSE
Personal Velocity: Three Portraits,2002,R,86,"Drama, Romance",69,0.6,TRUE,FALSE
Laurel Canyon,2002,R,103,Drama,68,3.6,TRUE,FALSE
Phone Booth,2002,R,81,"Mystery, Thriller",71,46.5,FALSE,FALSE
Better Luck Tomorrow,2002,R,101,"Crime, Drama, Romance",81,3.7,TRUE,FALSE
Raising Victor Vargas,2002,R,88,"Drama, Romance",96,2,TRUE,TRUE
The Dancer Upstairs,2002,R,132,"Drama, Thriller, Crime",64,2.3,TRUE,TRUE
Spellbound,2002,G,97,Documentary,98,5.5,TRUE,FALSE
Nicholas Nickleby,2002,PG,132,"Drama, Romance",77,1.3,TRUE,TRUE
Stolen Summer,2002,PG,91,Drama,36,0.1,FALSE,FALSE
Bend It Like Beckham,2002,PG-13,112,"Comedy, Drama, Romance",85,32.4,TRUE,TRUE
The Secret Lives of Dentists,2002,R,104,Drama,85,3.6,TRUE,FALSE
Assassination Tango,2002,R,114,"Crime, Drama, Romance",48,0.9,FALSE,TRUE
Cabin Fever,2002,R,93,"Comedy, Horror",63,21.1,TRUE,FALSE
Pumpkin,2002,R,113,"Comedy, Drama, Romance",36,0.1,FALSE,FALSE
Darkness,2002,PG-13,88,Horror,4,22,TRUE,TRUE
G,2002,R,97,"Drama, Romance",24,3,TRUE,FALSE
A Guy Thing,2003,PG-13,101,"Comedy, Romance",24,15.4,FALSE,FALSE
National Security,2003,PG-13,88,"Action, Comedy, Crime",11,35.8,FALSE,FALSE
Darkness Falls,2003,PG-13,86,"Horror, Mystery, Thriller",9,32,TRUE,TRUE
The Recruit,2003,PG-13,115,"Action, Crime, Drama",43,52.7,FALSE,FALSE
Final Destination 2,2003,R,90,"Horror, Thriller",48,46.5,FALSE,TRUE
The R.M.,2003,PG,101,"Comedy, Crime, Family",64,0.4,FALSE,FALSE
Biker Boyz,2003,PG-13,110,"Action, Drama",23,21.7,FALSE,FALSE
How to Lose a Guy in 10 Days,2003,PG-13,116,"Comedy, Romance",42,105.8,TRUE,TRUE
Deliver Us from Eva,2003,R,105,"Comedy, Drama, Romance",44,17.3,TRUE,FALSE
Shanghai Knights,2003,PG-13,114,"Action, Adventure, Comedy",66,60.4,FALSE,TRUE
Daredevil,2003,PG-13,103,"Action, Crime, Fantasy",45,102.5,TRUE,FALSE
The Jungle Book 2,2003,G,72,"Adventure, Animation, Family",19,47.8,TRUE,TRUE
Gods and Generals,2003,PG-13,219,"Drama, History, War",8,12.9,TRUE,FALSE
Old School,2003,R,88,Comedy,60,74.6,FALSE,FALSE
The Life of David Gale,2003,R,130,"Crime, Drama, Thriller",19,19.6,FALSE,TRUE
Cradle 2 the Grave,2003,R,101,"Action, Crime, Drama",26,34.5,FALSE,FALSE
Tears of the Sun,2003,R,121,"Action, Drama, Thriller",33,43.4,FALSE,FALSE
Bringing Down the House,2003,PG-13,105,Comedy,34,132.5,TRUE,FALSE
Willard,2003,PG-13,100,"Drama, Horror, Sci-Fi",64,6.8,TRUE,TRUE
The Hunted,2003,R,94,"Action, Crime, Drama",29,34.2,FALSE,FALSE
Agent Cody Banks,2003,PG,102,"Action, Adventure, Comedy",39,47.3,FALSE,TRUE
Piglet's Big Movie,2003,G,75,"Animation, Adventure, Family",71,23.1,FALSE,FALSE
Dreamcatcher,2003,R,134,"Drama, Horror, Sci-Fi",30,33.6,TRUE,TRUE
View from the Top,2003,PG-13,87,"Comedy, Romance",14,15.5,FALSE,FALSE
Basic,2003,R,98,"Action, Crime, Drama",21,26.5,FALSE,TRUE
Head of State,2003,PG-13,95,Comedy,31,37.8,FALSE,FALSE
The Core,2003,PG-13,135,"Action, Adventure, Sci-Fi",41,31,FALSE,TRUE
A Man Apart,2003,R,109,"Action, Crime, Drama",11,26.2,FALSE,TRUE
What a Girl Wants,2003,PG,105,"Comedy, Drama, Romance",35,36,TRUE,FALSE
DysFunktional Family,2003,R,89,"Comedy, Documentary",43,2.2,FALSE,FALSE
Anger Management,2003,PG-13,106,Comedy,43,133.8,TRUE,FALSE
House of 1000 Corpses,2003,R,89,Horror,19,12.6,TRUE,FALSE
Bulletproof Monk,2003,PG-13,104,"Action, Comedy, Fantasy",23,23,FALSE,TRUE
Chasing Papi,2003,PG,80,"Comedy, Romance",14,6.1,FALSE,FALSE
Ghosts of the Abyss,2003,PG,59,"Documentary, Family",80,16.3,FALSE,FALSE
Holes,2003,PG,117,"Adventure, Comedy, Drama",77,67.3,TRUE,FALSE
Malibu's Most Wanted,2003,PG-13,86,"Comedy, Crime",31,34.3,FALSE,FALSE
Confidence,2003,R,97,"Crime, Thriller",70,12.1,FALSE,TRUE
Identity,2003,R,90,"Mystery, Thriller",62,51.5,FALSE,FALSE
The Real Cancun,2003,R,96,Documentary,35,3.7,FALSE,FALSE
It Runs in the Family,2003,PG-13,109,"Comedy, Drama, Romance",28,7.4,FALSE,FALSE
The Lizzie McGuire Movie,2003,PG,94,"Adventure, Comedy, Family",40,42.7,TRUE,FALSE
X-Men 2,2003,PG-13,134,"Action, Adventure, Sci-Fi",87,214.8,TRUE,TRUE
Daddy Day Care,2003,PG,92,"Comedy, Family",28,104.1,TRUE,FALSE
A Mighty Wind,2003,PG-13,91,"Comedy, Music",88,17.5,TRUE,FALSE
The Matrix Reloaded,2003,R,138,"Action, Sci-Fi",73,281.5,TRUE,TRUE
The Shape of Things,2003,R,96,"Comedy, Drama, Romance",64,0.7,FALSE,TRUE
Bruce Almighty,2003,PG-13,101,"Comedy, Drama, Fantasy",48,242.6,TRUE,FALSE
The In-Laws,2003,PG-13,98,"Action, Comedy, Thriller",34,20.4,FALSE,TRUE
Wrong Turn,2003,R,84,Horror,41,15.2,FALSE,TRUE
Finding Nemo,2003,G,100,"Animation, Adventure, Comedy",99,41.1,TRUE,FALSE
The Italian Job,2003,PG-13,111,"Action, Crime, Thriller",73,106,TRUE,TRUE
2 Fast 2 Furious,2003,PG-13,107,"Action, Crime, Thriller",36,127.1,TRUE,TRUE
Hollywood Homicide,2003,PG-13,116,"Action, Comedy, Crime",30,30,FALSE,FALSE
Rugrats Go Wild,2003,PG,80,"Animation, Adventure, Comedy",41,39.4,FALSE,FALSE
Dumb and Dumberer: When Harry Met Lloyd,2003,PG-13,85,Comedy,10,26.1,FALSE,FALSE
Hulk,2003,PG-13,138,"Action, Sci-Fi",62,132.1,TRUE,FALSE
From Justin to Kelly,2003,PG,81,"Comedy, Musical, Romance",10,4.6,TRUE,FALSE
Alex & Emma,2003,PG-13,96,"Comedy, Romance",11,14.1,FALSE,FALSE
Charlie's Angels: Full Throttle,2003,PG-13,106,"Action, Adventure, Comedy",43,100.7,TRUE,FALSE
Terminator 3: Rise of the Machines,2003,R,109,"Action, Sci-Fi",70,150.3,TRUE,TRUE
"Legally Blonde 2: Red, White & Blonde",2003,PG-13,95,Comedy,38,89.8,TRUE,FALSE
Sinbad: Legend of the Seven Seas,2003,PG,86,"Animation, Adventure, Comedy",46,26.3,FALSE,FALSE
Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,143,"Action, Adventure, Fantasy",79,305.3,TRUE,FALSE
The League of Extraordinary Gentlemen,2003,PG-13,110,"Action, Adventure, Fantasy",17,66.3,FALSE,TRUE
How to Deal,2003,PG-13,101,"Comedy, Drama, Romance",28,14.1,FALSE,FALSE
Bad Boys II,2003,R,147,"Action, Comedy, Crime",23,138.4,TRUE,FALSE
Johnny English,2003,PG,87,"Action, Adventure, Comedy",33,28,FALSE,TRUE
Spy Kids 3-D: Game Over,2003,PG,84,"Action, Adventure, Comedy",45,111.7,TRUE,FALSE
Seabiscuit,2003,PG-13,140,"Drama, History, Sport",77,120.1,TRUE,FALSE
Lara Croft Tomb Raider: The Cradle of Life,2003,PG-13,117,"Action, Adventure, Fantasy",24,65.7,TRUE,TRUE
American Wedding,2003,R,96,"Comedy, Romance",55,104.4,TRUE,TRUE
All the Real Girls,2003,R,108,"Drama, Romance",71,0.1,TRUE,FALSE
Northfork,2003,PG-13,103,"Drama, Fantasy",56,1.3,TRUE,FALSE
Freaky Friday,2003,PG,97,"Comedy, Family, Fantasy",88,110.2,TRUE,FALSE
Masked and Anonymous,2003,PG-13,112,"Comedy, Drama, Music",24,0.1,FALSE,TRUE
S.W.A.T.,2003,PG-13,117,"Action, Crime, Thriller",48,116.6,TRUE,FALSE
Uptown Girls,2003,PG-13,92,"Comedy, Drama, Romance",14,36.9,FALSE,FALSE
Freddy vs. Jason,2003,R,97,"Horror, Thriller",40,82.2,TRUE,TRUE
Open Range,2003,R,139,"Action, Romance, Western",79,58.3,TRUE,FALSE
Grind,2003,PG-13,105,"Adventure, Comedy, Sport",8,5.1,FALSE,FALSE
Marci X,2003,R,84,"Comedy, Music",9,1.5,FALSE,FALSE
The Medallion,2003,PG-13,88,"Action, Comedy, Fantasy",18,22,FALSE,TRUE
Le divorce,2003,PG-13,117,"Drama, Romance, Comedy",37,8.9,TRUE,FALSE
Step Into Liquid,2003,PG,88,"Documentary, Sport",82,3.6,FALSE,FALSE
Camp,2003,PG-13,114,"Comedy, Musical, Drama",63,1.6,FALSE,FALSE
Jeepers Creepers II,2003,R,104,"Horror, Thriller",23,35.1,FALSE,FALSE
The Order,2003,R,102,"Action, Mystery, Thriller",8,7.5,FALSE,TRUE
Dickie Roberts: Former Child Star,2003,PG-13,98,Comedy,23,22.7,TRUE,FALSE
Once Upon a Time in Mexico,2003,R,102,"Action, Thriller",68,55.8,TRUE,FALSE
Matchstick Men,2003,PG-13,116,"Comedy, Crime, Drama",82,36.9,FALSE,FALSE
American Splendor,2003,R,101,"Biography, Comedy, Drama",94,6,TRUE,FALSE
Anything Else,2003,R,108,"Comedy, Romance",40,3.1,FALSE,TRUE
The Fighting Temptations,2003,PG-13,123,"Comedy, Drama, Music",42,30.2,TRUE,FALSE
Cold Creek Manor,2003,R,118,"Drama, Mystery, Thriller",12,21.3,FALSE,TRUE
Underworld,2003,R,121,"Action, Fantasy, Thriller",31,51.5,TRUE,TRUE
Secondhand Lions,2003,PG,109,"Comedy, Drama, Family",59,41.4,FALSE,FALSE
Thirteen,2003,R,100,"Biography, Drama",81,4.5,TRUE,FALSE
Under the Tuscan Sun,2003,PG-13,113,"Comedy, Drama, Romance",62,43.5,FALSE,TRUE
Luther,2003,PG-13,123,"Biography, Drama, History",44,5.7,TRUE,TRUE
The Rundown,2003,PG-13,104,"Action, Adventure, Comedy",71,47.6,TRUE,FALSE
Lost in Translation,2003,R,101,Drama,95,44.6,TRUE,TRUE
School of Rock,2003,PG-13,108,"Comedy, Music",92,81.2,TRUE,TRUE
House of the Dead,2003,R,90,"Action, Horror",4,10.2,TRUE,TRUE
Intolerable Cruelty,2003,PG-13,100,"Comedy, Crime, Romance",75,35.1,FALSE,FALSE
Good Boy!,2003,PG,87,"Comedy, Drama, Family",45,37.6,FALSE,FALSE
Mystic River,2003,R,138,"Crime, Drama, Mystery",87,90.1,TRUE,TRUE
Runaway Jury,2003,PG-13,127,"Drama, Thriller",72,49.2,FALSE,FALSE
The Texas Chainsaw Massacre,2003,R,98,Horror,36,80.1,TRUE,FALSE
Party Monster,2003,R,98,"Biography, Crime, Drama",29,0.3,FALSE,TRUE
Scary Movie 3,2003,PG-13,84,Comedy,36,109.8,TRUE,TRUE
Radio,2003,PG,109,"Biography, Drama, Sport",36,52.3,TRUE,FALSE
Wonderland,2003,R,104,"Crime, Drama, Mystery",34,1,FALSE,TRUE
Beyond Borders,2003,R,127,"Adventure, Drama, Romance",14,4.4,FALSE,TRUE
In the Cut,2003,R,119,"Mystery, Thriller",34,4.7,TRUE,TRUE
Brother Bear,2003,G,85,"Animation, Adventure, Family",38,85.1,TRUE,FALSE
The Matrix Revolutions,2003,R,129,"Action, Sci-Fi",36,139.1,TRUE,TRUE
Elf,2003,PG,97,"Comedy, Family, Fantasy",84,173.4,TRUE,TRUE
Love Actually,2003,R,135,"Comedy, Drama, Romance",63,59.4,TRUE,TRUE
Master and Commander: The Far Side of the World,2003,PG-13,138,"Action, Adventure, Drama",85,93.9,TRUE,FALSE
The Singing Detective,2003,R,109,"Comedy, Crime, Musical",39,0.3,TRUE,FALSE
Elephant,2003,R,81,"Crime, Drama, Thriller",72,1.2,TRUE,FALSE
Looney Tunes: Back in Action,2003,PG,91,"Animation, Adventure, Comedy",57,20.9,FALSE,TRUE
Tupac: Resurrection,2003,R,112,"Documentary, Biography, Music",78,7.6,TRUE,FALSE
Dr. Seuss' The Cat in the Hat,2003,PG,82,"Adventure, Comedy, Family",10,100.4,TRUE,FALSE
Gothika,2003,R,98,"Horror, Thriller",14,59.5,TRUE,FALSE
Timeline,2003,PG-13,116,"Action, Adventure, Sci-Fi",12,19.4,FALSE,FALSE
The Haunted Mansion,2003,PG,88,"Comedy, Family, Fantasy",13,75.8,TRUE,FALSE
Shattered Glass,2003,PG-13,94,"Drama, History",91,2.1,TRUE,TRUE
The Missing,2003,R,137,"Adventure, Thriller, Western",58,26.8,TRUE,FALSE
Pieces of April,2003,PG-13,80,"Comedy, Drama",84,2.4,TRUE,FALSE
Pride and Prejudice,2003,PG,104,"Comedy, Romance",66,0.0814,FALSE,FALSE
The Last Samurai,2003,R,154,"Action, Drama, History",65,111.1,TRUE,TRUE
Honey,2003,PG-13,94,"Drama, Music, Romance",21,30.2,FALSE,FALSE
Something's Gotta Give,2003,PG-13,128,"Comedy, Drama, Romance",71,124.6,TRUE,FALSE
Love Don't Cost a Thing,2003,PG-13,100,"Comedy, Romance, Drama",13,21.7,FALSE,FALSE
The Lord of the Rings: The Return of the King,2003,PG-13,201,"Adventure, Fantasy",95,377,TRUE,TRUE
Mona Lisa Smile,2003,PG-13,117,Drama,35,63.7,FALSE,FALSE
Paycheck,2003,PG-13,119,"Action, Mystery, Sci-Fi",27,53.7,TRUE,TRUE
The Young Black Stallion,2003,G,45,"Adventure, Family, Drama",45,6.1,FALSE,FALSE
Peter Pan,2003,PG,113,"Adventure, Family, Fantasy",77,48.4,TRUE,TRUE
Cheaper by the Dozen,2003,PG,98,"Comedy, Family",24,138.5,TRUE,FALSE
Calendar Girls,2003,PG-13,108,"Comedy, Drama",74,30.9,TRUE,TRUE
Casa de los babys,2003,R,95,Drama,58,0.3,FALSE,TRUE
House of Sand and Fog,2003,R,126,Drama,75,12.9,TRUE,FALSE
Big Fish,2003,PG-13,125,"Adventure, Drama, Fantasy",77,66.3,TRUE,FALSE
"The Book of Mormon Movie, Volume 1: The Journey",2003,PG-13,120,Adventure,17,1.1,FALSE,FALSE
21 Grams,2003,R,124,"Crime, Drama, Thriller",80,16.2,TRUE,FALSE
The Cooler,2003,R,101,"Drama, Romance",77,8.2,TRUE,FALSE
Monster,2003,R,109,"Biography, Crime, Drama",82,34.2,TRUE,TRUE
Concert for George,2003,PG-13,146,"Documentary, Music",94,0.07,TRUE,TRUE
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,PG-13,95,"Documentary, History, War",98,4.1,TRUE,FALSE
Touching the Void,2003,R,106,"Documentary, Adventure, Drama",93,4.5,TRUE,TRUE
Billabong Odyssey,2003,PG,88,"Documentary, Action, Adventure",36,0.054,FALSE,FALSE
Easy,2003,R,99,"Comedy, Romance, Drama",59,0.0148,FALSE,FALSE
Bukowski: Born into This,2003,R,130,"Documentary, Biography",83,0.0817,FALSE,FALSE
I'll Sleep When I'm Dead,2003,R,103,"Crime, Drama, Mystery",43,0.2,FALSE,TRUE
The Company,2003,R,112,"Drama, Music, Romance",71,2.2,FALSE,TRUE
Where's the Party Yaar?,2003,PG-13,110,Comedy,69,0.0488,FALSE,FALSE
Coffee and Cigarettes,2003,R,95,"Comedy, Drama, Music",65,2,TRUE,TRUE
Latter Days,2003,R,107,"Comedy, Drama, Romance",43,0.6,TRUE,FALSE
Open Water,2003,R,79,"Biography, Drama, Horror",72,30.5,TRUE,FALSE
I Am David,2003,PG,90,Drama,38,0.3,TRUE,FALSE
The Yes Men,2003,R,83,"Documentary, Comedy",84,0.2,TRUE,FALSE
Baadasssss!,2003,R,109,"Biography, Drama",91,0.3,TRUE,FALSE
Saints and Soldiers,2003,PG-13,90,"Action, Adventure, Drama",66,1,TRUE,FALSE
The United States of Leland,2003,R,108,"Crime, Drama, Romance",34,0.3,TRUE,FALSE
The Wild Parrots of Telegraph Hill,2003,G,83,Documentary,95,2.7,TRUE,FALSE
Off the Map,2003,PG-13,105,Drama,70,1.3,TRUE,FALSE
The Woodsman,2004,R,87,Drama,88,1.5,TRUE,FALSE
Along Came Polly,2004,PG-13,90,"Comedy, Romance",26,87.9,TRUE,FALSE
